ÐòºÅ	TCPÁ÷ÐòºÅ	TCPÊý¾Ý¶ÎÐòºÅ	ÑÓÊ±	¶¶¶¯
1423	12	3603933189	0.006750	0.004476
1424	12	3603939379	0.000014	0.006736
1425	12	3603951059	0.000978	0.000964
1426	12	3603984639	0.000783	0.000195
1427	12	3603988556	0.004060	0.003277
1428	12	3604002046	0.000010	0.004050
1429	12	3604004556	9.991456	9.991446
1430	13	591906846	0.003532	0.003532
1431	13	591908717	0.000769	0.002763
1432	13	591925930	0.005081	0.004312
1433	13	591928517	0.008222	0.003141
1434	13	591940547	0.001717	0.006505
1435	13	591943967	0.000009	0.001708
1436	13	591957457	0.000032	0.000023
1437	13	591958274	9.990463	9.990431
1438	14	1018555406	0.035886	0.035886
1439	15	1463742095	0.019482	0.019482
1440	15	1463748470	0.007504	0.011978
1441	15	1463750822	0.014972	0.007468
1442	16	2797344993	0.020407	0.020407
1443	16	2797346102	0.024793	0.004386
1444	16	2797356238	0.245206	0.220413
1445	16	2797364160	0.021342	0.223864
1446	17	2995494736	0.023390	0.023390
1447	17	2995494985	0.022015	0.001375
1448	18	2473788131	0.019452	0.019452
